id,dispersion
07945170,1.9999999573848701
0a419728,1.999999940463965
10f2aaca,-1.1830325030659812
1154330f,1.9999999338934378
121cd66e,1.9999999607206982
130a2ec3,1.999999940497918
135aa669,1.9999999369746246
15764398,1.9999999428931339
16dbec58,0.7877459364847025
192a62ba,0.3578968063429375
19a43308,1.9999999454345685
1c20e671,1.9999999607206982
1e1516b3,1.7969192030663665
1f680310,1.819157683352923
1fe66e89,1.9999999607206982
20816a54,1.9999999607206982
21e2a972,-1.1020480863466966
22c3a58c,1.9999999607206982
254eb47c,1.9999999607206982
268800af,0.42030375961217703
27401d31,0.2766019375814746
28dde504,1.489406381371101
299ba928,1.9999999336208991
29f121be,1.3972913393157882
2a5d1dfb,1.9999999607206982
2b950065,1.5265482321932722
3133b27c,1.9999999607206982
328e3124,1.9999999607206982
332ff90e,1.999999948156739
342be8a3,0.8536789740165054
36222c2a,1.9999999607206982
3784b5ef,1.9999999635343824
3c55b916,1.2837527899617922
3d9d98a3,1.9999999607206982
3e5c41b4,1.9999999607206982
41224d53,0.8536043547150303
414b98e7,1.9999999332540948
44412007,1.9999999607206982
4648e48e,1.4879652548700193
4780f910,1.9999999607206982
4bca420b,1.9999999516087068
4c0f0471,1.9107040995421813
4cd8c99f,1.0263079494074991
502995d7,0.09904574611819522
50404063,1.9999999535134372
50a7f84e,0.9534236569066229
540cb4af,1.9999999607206982
5c4dd6e0,1.0261725350829676
5ef21de5,1.9999999360578598
651be6f8,0.589790506160883
66da3fef,1.9999999607206982
67154fb5,1.9999999349523139
6c5dccdb,1.9999999567553852
6d65b74d,0.9243616611736714
6ecaea01,1.9999999364552752
711abab7,0.8858318732958285
71fd029a,1.000666234735687
756635d8,1.8140037878216353
762e2ccf,1.9999999491963647
7670136a,1.9899159533682482
784c2375,1.289285685914725
7963baed,-0.07615261803039837
7dc8ca27,1.9999999607206982
7dcfa7e3,0.5207417126493908
82a3cbff,1.9129112746061192
83fc0fa9,1.9999999607206982
84d75779,1.9999999607206982
85ce0fe6,1.999999960659261
891c7f76,1.0393353672810337
89fbfb70,1.9999999633442809
8c7843cd,1.9999999607206982
908923ae,1.9999999607206982
94226f4f,0.10773842898434768
96a5fa74,1.340595255009286
987e7246,1.84356396930964
9bb8fabe,1.1782958997566555
a038d417,1.9999999607206982
a038e83c,0.9179813047716331
a3fe60c4,1.9999999468850838
a4734d1f,1.159528748077454
a7552c25,1.9999999607206982
a7ce33b9,1.1165269326960463
a8266ec6,1.9999999459504825
aaa8c52d,0.36832430662002275
ae4c71e3,1.9999999607206982
aee35c25,0.9609697685284061
AFG,1.283220174568708
AGO,1.0780328763869784
AND,1.9999999622333386
ARE,1.9999999607206982
ARG,1.9999999607206982
ARM,1.9999999607206982
AUS,1.9999999517380629
AUT,1.9999999607206982
AZE,1.9999999607206982
b15db4e3,0.7015967317080284
b4573028,1.9999999607206982
b542c632,1.9999999607206982
b6372115,1.9999999607206982
b8a4b9d3,1.9999999356150546
b8ec950c,0.45163619769144103
b91ff4d1,0.5232905600038626
bae2006a,1.9999999607206982
bca05deb,-0.22765710066485728
bd6f119a,1.9999999607206982
BEL,1.9999999607206982
BEN,-0.31851939607811136
BFA,1.3006702263521905
BGD,1.9999999607206982
BGR,1.631052912015553
BHR,1.9999999404581097
BIH,1.8594049029350275
BLR,1.9999999607206982
BOL,1.9999999607206982
BRA,1.9999999607206982
c229681f,1.9999999614257626
c62d5d59,1.9999999607206982
c795f42f,0.7727163169600243
c94911d9,1.733249615623704
c9813b4b,1.8734545164057244
CAF,-0.9678821444121127
CAN,1.9226785104102775
ccbcc045,1.1783155760990471
cec36ded,1.999999934070099
CHE,1.0325322161873844
CHL,1.6480071610320535
CHN,0.20565348463834038
CIV,0.6794994172904302
CMR,-1.7476857531615884
COD,9.739165425660299e-4
COL,1.9999999607206982
CPV,1.3870899431375956
CRI,1.9999999446722425
CUB,1.9999999537013111
CYP,1.9999999549231129
CZE,1.999999948821988
d0522098,0.7793995865535894
d2ddf42c,1.9999999607206982
d9e46cb3,1.0821352663592947
DEU,1.5392243992544148
DJI,0.017690732473642175
DNK,1.9999999607206982
DOM,1.4101995621435475
DPC,-1.3145172106502283
DZA,1.9999999607206982
e06aeb57,1.9999999460963833
e08d537a,1.9999999607206982
e309aefb,1.9999999607206982
e4c07903,-1.1154822770717734
e61d6191,0.8813420527005746
e6cf0efb,1.9999999389502132
e9559b0a,1.999999952842933
ec763ad9,1.9999999607206982
ECU,-0.2587020355753473
ed79e985,1.9999999607206982
ed87f3fd,1.7204110854713948
edfed7eb,1.252551636534598
ef7e2f14,-0.13897510717775538
EGY,1.9999999607206982
ESP,0.4704713863532141
EST,0.8582110486954363
ETH,1.10165292130291
f10fb788,1.9999999368727306
f2c93f70,1.9999999607206982
f576de02,1.9999999607206982
f8d02e17,1.9999999607206982
f971e63d,1.8814645352285109
f976b7d2,1.9999999477752468
fb98cb76,-0.3174260543709996
fc9cad6b,0.7158064561449472
fd58ab86,1.3335487510419057
FIN,1.9999999608905101
FRA,0.7848430146607568
GAB,0.3427523109219097
GBR,1.9999999607206982
GEO,1.9999999424317887
GHA,-1.1047044481843906
GIN,0.44744889697222395
GNQ,-0.44445993879426776
GRC,1.9999999608649908
GTM,1.9999999607206982
GUY,1.9999999416789558
HND,0.5631838720104753
HRV,1.4346359392808419
HTI,0.6098275261030588
HUN,1.9999999607206982
IDN,1.9350163733279764
IND,1.9999999607206982
IRL,1.9999999607206982
IRN,1.9999999607206982
IRQ,1.9999999607206982
ISR,1.9999999420832624
ITA,1.9999999607206982
JPN,1.934186930071933
KAZ,0.22604321860204313
KEN,1.999999941976097
KGZ,0.4135392038457156
KOR,1.8781655316207035
KWT,1.9999999607206982
LBN,1.999999941223828
LBR,0.05862934267826104
LBY,1.4623520026612915
LKA,1.9999999550820209
LTU,0.648805402005558
LUX,0.8222370581823291
LVA,1.4333389929995326
MAR,1.9167629621745688
MDA,1.9999999607206982
MDG,0.7188770137522039
MDV,1.9999999541586198
MEX,1.9999999607206982
MKD,1.9999999522449905
MLI,1.5931440003073796
MNE,1.999999962474229
MRT,1.7879887482794723
MWI,-0.575198996238434
MYS,1.999999939649874
NER,1.404609335105278
NGA,1.5828431702002606
NIC,-1.9999999607206982
NLD,1.9999999607206982
NOR,1.3659391473689995
NPL,1.9999999481954032
NZL,0.39351998386283266
OMN,1.9999999355290872
PAK,1.1920780080802575
PAN,1.9999999607206982
PER,1.7855535821208133
PHL,1.8689729705588602
POL,1.9999999607206982
PRI,1.9999999508286292
PRT,1.9999999607206982
PRY,1.2226616945336446
PSE,1.1108559626944365
QAT,1.9999999436423261
RKS,-0.14520423198683205
ROU,1.9999999607206982
RUS,1.9999999607206982
SAU,1.9999999607206982
SDN,-0.05704367734387113
SEN,1.9999999406204267
SGP,1.999999942756235
SLE,0.5388426070146533
SLV,1.9999999466095437
SMR,-0.47968897047542347
SOM,0.1627692305975973
SRB,1.9999999523308876
SSD,-1.6810785789387168
STP,-0.011214820336750262
SUR,1.9999999433438664
SVK,1.8108201095914511
SVN,1.9999999583079324
SWE,1.9999999607206982
SWZ,1.9999999575968004
SYR,1.9999999438237137
TCD,1.2987668319315406
TGO,0.3885847608970737
THA,1.99999993600888
TJK,0.5936072209089861
TUN,0.9725313367718743
TUR,1.9999999607206982
UKR,1.9999999607206982
URY,1.4799339298266327
USA,1.9999999607206982
UZB,1.9999999577155618
VEN,0.7468802660329598
YEM,0.8645895826210869
ZAF,1.9999999607206982
ZMB,-1.9999999607206982
